reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AQPIILREUKLZM,B00000DM9W,"John G. Pendleton ""Juan de Calavera""","[0, 0]","This is a classic little gizmo. We've used one since the late '90s and, even though the OFF button has long since worn through, it still works like a charm.I've purchased others as gifts for bewildered friends and once they've spent a little time with it they love it.Target and other stores have stopped selling them as off-the-shelf retail, but I hope SONY continues to make this little C-battery shower radio and doesn't screw it up with any ""improvements.""",5.0,Best. Shower Radio. Ever.,1168819200,"01 15, 2007"
A257GFB4MEE56X,B00000DM9W,JRP,"[1, 1]","I have had one of these for about ten years and love it.  It lives in my shower.  The plastic on top has cracked over the years but it works fine.  i use it to listen to the local tv station news in the morning.  i just bought two more for my kids.***** Note- Since TV has gone digital, I can no longer catch the TV station in the morning.",5.0,No Longer Catches TV due to going digital.,1194912000,"11 13, 2007"
A2EPAYUAQ8P78W,B00000DM9W,Justin,"[2, 2]","This radio has been good - I have owned several Sony shower-type radios, and this unit's quality is among the best.  Very good sound, built very solidly, controls are easy to use and understand.  My only wish is that they had better mounting options - I have it hanging from a shower mirror now, there has got to be a better way to mount a radio, with a holster-type bracket or something...",4.0,"Very good sound, needs better shower mounting options...",1138579200,"01 30, 2006"
A1N3IS6ZQE7Y8L,B00000DM9W,J. Wood,"[0, 0]","Great reception, easy to use and good sound for a one speaker radio.",5.0,It is worth the extra money,1163030400,"11 9, 2006"
A1EA08F54PPH4O,B00000DM9W,Kevin44,"[1, 1]",I have tried several waterproof radios and these Sony's are the only ones that work well. If the volume went a little louder I would have given it 5 stars.,4.0,Best Shower Radio,1167782400,"01 3, 2007"
A1WFDJHDWDVGW8,B00000DM9W,K. Gaither,"[0, 0]",The sound quality is pretty good and the radio reception is very good.  Previous shower radios we had were far worse in both areas.  I especially like the programable buttons since we each like different stations.  Even though the screen fogs the LCD is still readbale.  The only reason I gave it 4 stars is because I think the price is a bit high for a shower radio.,4.0,Sound quality is pretty good and radio reception is very good,1167955200,"01 5, 2007"
A2T8BSIIGDZYJS,B00000DM9W,ksrp,"[1, 1]","A wonderful product. Well-built. Very clear reception. Easy set-up. The flat, broad bottom is a great feature as it prevents tipping it over when it is placed on a surface such as a sink.Be aware that the TV channel reception feature will cease in 2009 when all transmission goes digital. Until then, enjoy it!",5.0,Great!,1197331200,"12 11, 2007"
A11ED8O95W2103,B00000DM9W,"lighten_up_already2 ""lighten_up_already2""","[0, 0]","Now I don't have to miss ten or fifteen minutes of my favorite morning talk shows while I get ready for work.  I've got this little jewel sitting on the toilet tank where it can project sound into the entire bathroom!I love having the waterproof controls on the top and the station presets.  This radio also has very good reception, bringing in one of the weaker stations I like loud and clear.My one complaint is that it has two very little rubber pads on the bottom.  That means the designers thought of slide resistance (like when the radio sits on something made of porcelan) but they didn't do enough to prevent it.  This radio needs big high-traction rubber pads on the bottom, and then it would be perfect.",5.0,Talk radio addicts delight!,1167696000,"01 2, 2007"
A1JFXOFDRZ9CFQ,B00000DM9W,"Marge Teilhaber ""marge201""","[0, 0]","When home, I have the radio on a lot of the day, mainly talk radio.  I bought 2 of this radio in August 2000 (yes, three zeros) and they bit the dust in late 2007.  I got about 7 years of EXCELLENT performance from these radios.  I have 2 because one sits on bathroom sink and goes back & forth from bedroom to bathroom while getting dressed.  The other goes between kitchen and office constantly.  There's 5 presets for AM.  I wish there were more.  There's 10 presets for FM.  One used to be for Howard until he left (a huge Howard fan here who has not gone Sirius) and now I basically only use one for WCBS-FM (when they got smart and realized, in the immortal words of NY Daily News, that they didn't know jack), and the others go unused.  The TV channel part of this radio, I never use and couldn't comment.The radio is excellent.  The controls are responsive, the battery life is very decent, and most importantly, the reception is excellent.The reason my radios now need to be replaced (I just ordered one from Amazon and will try the Sangean for the second) is that the top of the radio is covered in plastic.  After 7 years of pressing the on/off button I'm sure thousands of times, the plastic over the on/off button ate through.  The on/off button needs that plastic over it to work!!  The damn thing won't turn on/off now!!  I tried turning the volume down to zero to ""turn it off"" but the batteries do wear out and it's annoying.So I figure that 7 years of constant usage is pretty good and I am not complaining and have even come back for more!In spite of the 7-year life, I still give this radio the highest rating.  Fair is fair, right?  Can't complain about 7 years of perfect performance, can we?  I say no.",5.0,A FABULOUS RADIO,1202947200,"02 14, 2008"
ACB499ZP5KZPZ,B00000DM9W,Margie S.,"[0, 0]","This is without a double the 'best' shower radio I have ever owned.  The reception is crisp and clear and I love the pre-programmable stations.  It is also a very attractive radio and so when not in the shower with me, it looks nice sitting on my bathroom counter.  It's very user friendly; no complicated directions.  Perfect for us 50+ technically challenged.  I would definitely recommend this product to everyone.",5.0,Great Shower Radio,1226707200,"11 15, 2008"
A3JUAIWL571I2R,B00000DM9W,Matt H,"[0, 0]","The only reason this doesn't get a 5 is because it isn't very loud.  I honestly didn't expect it to be, especially with a single speaker.Everything else works as advertised.  I can get TV/AM/FM/Weather stations well.  The old Curtis shower radio I had was very spotty.  Digital tuning is awesome.  The old one was analog and a real pain to lock on to stations that had a great signal.  The presets work wonderfully, and the timer feature was an added bonus.Only time will tell if it lasts though.  The Curtis died after a year and a half.  If the Sony lasts that long I will be more than happy.",4.0,Great Shower Radio,1176595200,"04 15, 2007"
A2XAHEQG61OQN1,B00000DM9W,Michael Everett,"[0, 0]","Notice this unit was introduced two and a half years ago and still going strong which indicates to me people really like it and it holds up well.  I've had mine about six months.  It's got everything a radio should have and nothing it doesn't need, except maybe the digital clock.  The knob on the right top is volume.  The rest of the controls are push buttons on the top that include five presets for each of three bands.  The buttons are under a protective rubber cover so no need to worry about humidity or splashes.  It has an 18"" antenna with a little suction cup at the end so you can hook it on a mirror.  And it has a loop of twine on the back for carrying it around or for hanging it on a coat hook or something similar.I find its clunkiness sort of endearing.  The sound quality is all you could ask for, and the reception is excellent.  So for what it is, it's probably as good as it gets.",5.0,Endearingly clunky,1204502400,"03 3, 2008"
A2S081Y72FI34Z,B00000DM9W,Mike,"[0, 0]","I purchased this for my dad who uses it in a basement sauna.  The radio sounds nice and is easy to use, but does need to be positioned a bit for good reception.  He is very happy with the radio.",4.0,Nice Radio.,1200528000,"01 17, 2008"
A3NCIN6TNL0MGA,B00000DM9W,"M. JEFFREY MCMAHON ""herculodge""","[4, 4]","After researching shower radios and looking at ones that cost almost twice as much, I decided on the Sony ICF-S79V and I am impressed with the following points:1. Great fit and finish.2. Not too big. Seems smaller out of the box than photos on Internet suggest. This is good for cluttered showers.3. Easy-to-use controls for clock, tuning and presets. I didn't even need to consult the manual.4. Excellent sensitivity for AM (internal ferrite antenna) and FM (a pull-out wire from the battery compartment).5. Full sound to overcome shower noise.6. Sony's decision to require 3 C batteries insures long-lasting life between battery changes.So far I have not found any weaknesses with the radio. Sony has found a niche in their shower radio. I give it the fullest recommendation, especially for the 45-dollar price (and free shipping no less) I found on Amazon.",5.0,Great Fit and Finish for Shower,1166918400,"12 24, 2006"
AHSBR2WTM4P1G,B00000DM9W,Nematoda,"[5, 6]","Update: I've had the unit now for about two years. It still works fine, although the material covering the on/off button has worn completely off. Actually, it started wearing off after less than a year. In light of the fact that this is designed to be a ""shower radio,"" this is really an inexcusable flaw: after all, you cannot use the radio in the shower if water will seep into the innards of radio. Fortunately, I never used the radio in the shower itself. But, still, I'd have to take at least one star, even two stars off, for this defect (which I know other reviewers have commented on as well).The radio was a little smaller than I expected, but that's good. It takes up very little room on my bathroom counter and is quite unobtrusive. The reception is generally very good, although I tend to listen to only one station (89.3 KPCC). Still, I had trouble getting good reception with my last radio (an Aiwa), so the Sony is a big improvement. Occassionally, I still get a little static (depending on where I am standing in relation to the radio), but overall I would give it a score of 4.5/5.0 in terms of reception (I still occassionally get some static). I also tested all of the TV stations, and the Sony had no problem tuning them all in. No static to speak of, although the volume was low. I would definitely recommend this radio.The sound quality is quite good for a radio as small as this. I have to crank it fairly high to hear when I'm taking a shower (even though it's waterproof, I don't put in the shower with me). However, there's not distortion at high volume.I cannot say anything about the battery life yet, but overall I'm very satisfied with the radio.",4.0,Nice radio,1155081600,"08 9, 2006"
